item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
2	81.0	2	sample	sqred	sqpurp	sqred	none	line	none	sqred	sqred	none	18	prime	1308687335.677563	4.786595	7	
3	12.0	2	sample	circlered	heartblue	circleblack	none	line	trired	circleblue	triblack	none	18	prime	1308687340.965595	10.039003	5	
4	68.0	2	sample	octogreen	diapurp	circlegreen	tripurp	line	octogreen	diapurp	circlegreen	tripurp	18	prime	1308687351.521850	2.913381	9	
5	98.0	2	sample	circlered	circlered	heartblack	heartyellow	line	heartred	triblack	circleyellow	none	18	prime	1308687354.944588	7.793726	6	
6	20.0	2	sample	octopurp	circleyellow	octopurp	none	line	octoyellow	circlepurp	octoyellow	none	18	prime	1308687363.231126	6.318629	7	
7	58.0	2	sample	octoblue	tripurp	trired	circlegreen	line	diayellow	diapurp	diared	circlegreen	18	prime	1308687370.069458	11.760873	5	
8	82.0	2	sample	octogreen	diablue	octogreen	none	line	none	octoblue	octoblue	none	18	prime	1308687382.315228	3.442870	6	
9	24.0	2	sample	diablue	octoblue	heartblue	triblue	line	circlepurp	sqpurp	diapurp	octopurp	18	prime	1308687386.275007	9.112089	5	
10	99.0	2	sample	circlered	circlered	triblack	triyellow	line	trired	sqblack	circleyellow	none	18	prime	1308687395.897979	8.736800	4	
11	35.0	2	sample	diapurp	octoblue	diapurp	triblue	line	octopurp	octoblue	diablue	triblue	18	prime	1308687405.153632	6.889263	4	
12	37.0	2	sample	diagreen	trired	diagreen	trired	line	trired	diagreen	trired	diagreen	18	prime	1308687412.565422	4.548816	8	
13	23.0	2	sample	circleyellow	trired	circleyellow	none	line	triyellow	circlered	circlered	none	18	prime	1308687417.613471	11.715069	6	
14	2.0	2	sample	octoyellow	heartpurp	sqblue	none	line	sqblack	circleblack	triyellow	none	18	prime	1308687429.823588	8.835519	5	
15	92.0	2	sample	octoblue	heartblack	circlegreen	diapurp	line	trired	sqyellow	octoblue	none	18	prime	1308687439.165255	6.868769	2	
16	80.0	2	sample	circlegreen	circlepurp	circlegreen	none	line	none	circlegreen	circlegreen	none	18	prime	1308687446.515777	4.937642	7	
17	36.0	2	sample	heartyellow	triblack	heartyellow	triblack	line	triblack	heartyellow	triblack	heartyellow	18	prime	1308687451.972832	4.999389	8	
18	65.0	2	sample	trigreen	diablue	tripurp	heartblack	line	diablue	triblue	circlered	heartblack	18	prime	1308687457.493630	7.798276	6	
19	54.0	2	sample	heartred	heartred	heartblue	heartblue	line	sqblue	sqblack	sqblack	circlered	18	prime	1308687465.806136	6.230950	3	
20	4.0	2	sample	sqblue	heartred	diablack	none	line	sqblue	heartred	octogreen	none	18	prime	1308687472.531970	4.758768	6	
21	63.0	2	sample	diablack	octoblue	trired	heartgreen	line	octoblack	diablue	sqred	circlegreen	18	prime	1308687477.808607	10.420224	6	
22	91.0	2	sample	none	octopurp	tripurp	none	line	octopurp	circleyellow	tripurp	none	18	prime	1308687488.714287	2.630289	7	
23	32.0	2	sample	circlered	sqblue	heartred	heartblue	line	circlered	circlered	heartblue	heartblue	18	prime	1308687491.862197	10.105691	6	
24	75.0	2	sample	diared	tripurp	sqyellow	none	line	none	diayellow	tripurp	none	18	prime	1308687502.453989	6.159586	4	
25	66.0	2	sample	circlepurp	heartred	sqgreen	octopurp	line	heartpurp	circlered	sqgreen	circlegreen	18	prime	1308687509.126479	12.016327	None	
26	30.0	2	sample	circlegreen	triblack	heartgreen	trigreen	line	triblack	diared	diared	heartred	18	prime	1308687521.661857	0.077592	5	
27	34.0	2	sample	circleblue	octoblack	circleblue	triblack	line	octoblue	octoblack	circleblack	triblack	18	prime	1308687522.257606	6.077883	6	
28	93.0	2	sample	diablue	octored	sqyellow	circleblack	line	trigreen	heartpurp	diablue	none	18	prime	1308687528.840771	3.422519	2	
29	41.0	2	sample	diagreen	sqblack	circleblue	none	line	tripurp	heartyellow	octored	none	18	prime	1308687532.758511	3.565109	1	
30	17.0	2	sample	heartred	sqyellow	heartred	none	line	heartred	sqred	heartred	none	18	prime	1308687536.817903	1.875615	8	
31	5.0	2	sample	diagreen	octoblue	sqred	none	line	heartyellow	octoblue	sqred	none	18	prime	1308687539.188278	4.841761	7	
32	15.0	2	sample	circleblue	octoblack	circleblue	none	line	circleblue	octopurp	circleblue	none	18	prime	1308687544.525329	4.178265	7	
33	78.0	2	sample	trigreen	circleblue	heartyellow	none	line	none	trigreen	circleblue	none	18	prime	1308687549.191081	2.081416	7	
34	13.0	2	sample	sqyellow	triblack	sqred	none	line	heartyellow	sqblack	heartred	none	18	prime	1308687551.766336	6.433696	5	
35	55.0	2	sample	triblack	triblack	trigreen	trigreen	line	octogreen	octoblue	octoblue	heartblack	18	prime	1308687558.720474	6.158339	5	
36	9.0	2	sample	octoblue	diapurp	heartgreen	none	line	octoblue	diared	heartblue	none	18	prime	1308687565.373951	3.631620	6	
37	26.0	2	sample	octogreen	sqyellow	triblue	tripurp	line	heartgreen	circleyellow	diablue	diapurp	18	prime	1308687569.521862	4.505310	6	
38	48.0	2	sample	heartblue	sqyellow	diablack	none	line	diablack	sqyellow	heartblue	none	18	prime	1308687574.518694	5.491339	8	
39	97.0	2	sample	circleyellow	sqyellow	sqpurp	none	line	circleyellow	circlepurp	sqyellow	sqpurp	18	prime	1308687580.509437	3.991768	8	
40	73.0	2	sample	diared	sqblack	triyellow	none	line	none	octopurp	circleblue	none	18	prime	1308687584.986157	1.951315	1	
41	74.0	2	sample	triblack	sqyellow	circlered	none	line	none	trired	sqyellow	none	18	prime	1308687587.423448	2.712675	6	
42	100.0	2	sample	octoblue	octored	heartblue	heartpurp	line	heartred	diablue	octopurp	none	18	prime	1308687590.642123	7.233509	5	
43	16.0	2	sample	sqred	octoyellow	sqred	none	line	sqred	octored	sqred	none	18	prime	1308687598.369601	1.246264	8	
44	19.0	2	sample	diayellow	heartgreen	diayellow	none	line	heartgreen	diayellow	heartgreen	none	18	prime	1308687600.108161	2.573629	7	
45	67.0	2	sample	heartgreen	sqblack	diablue	trigreen	line	sqgreen	heartblack	diablue	heartblue	18	prime	1308687603.196227	6.446191	6	
46	102.0	2	sample	circleyellow	circleyellow	heartgreen	heartpurp	line	heartblack	diagreen	circlepurp	none	18	prime	1308687610.144453	2.994929	5	
47	95.0	2	sample	heartblack	heartpurp	sqblack	sqpurp	line	heartblack	sqblack	sqpurp	none	18	prime	1308687613.637928	6.859786	7	
48	33.0	2	sample	sqyellow	octored	circleyellow	circlered	line	sqyellow	sqyellow	circlered	circlered	18	prime	1308687621.012014	8.252850	6	
49	29.0	2	sample	heartblack	sqred	heartblack	sqgreen	line	heartblack	trired	heartblack	trigreen	18	prime	1308687629.780682	7.538706	7	
50	69.0	2	sample	sqblack	heartpurp	triblack	diapurp	line	sqblack	heartpurp	triblack	diapurp	18	prime	1308687637.833005	1.624229	9	
51	71.0	2	sample	sqblack	diablue	heartyellow	sqgreen	line	sqblack	diablue	heartyellow	sqgreen	18	prime	1308687639.967387	2.340405	9	
52	7.0	2	sample	diagreen	octoyellow	diagreen	none	line	diagreen	octoyellow	diagreen	none	18	prime	1308687642.800124	0.949569	9	
53	87.0	2	sample	none	tripurp	octopurp	none	line	trigreen	heartpurp	octogreen	none	18	prime	1308687644.235357	3.458659	7	
54	90.0	2	sample	none	sqblue	heartblue	none	line	sqblue	octopurp	heartblue	none	18	prime	1308687648.177316	2.168433	8	
55	10.0	2	sample	diablue	trigreen	octopurp	none	line	triyellow	octoblue	sqyellow	none	18	prime	1308687650.842483	3.895118	6	
56	103.0	2	sample	octopurp	octopurp	circlered	circlegreen	line	circleyellow	heartred	octogreen	none	18	prime	1308687655.241255	5.164240	5	
57	52.0	2	sample	octopurp	octopurp	octopurp	octopurp	line	diared	diared	diared	diared	18	prime	1308687660.918678	3.530651	1	
58	61.0	2	sample	tripurp	octored	circleblack	diared	line	tripurp	diagreen	circleblack	octoblue	18	prime	1308687664.968033	4.121778	6	
59	104.0	2	sample	diared	diared	sqblack	sqpurp	line	sqred	heartblack	diapurp	none	18	prime	1308687669.591534	3.591861	6	
60	22.0	2	sample	octopurp	triblue	octopurp	none	line	tripurp	octoblue	octoblue	none	18	prime	1308687673.681105	7.192011	7	
61	56.0	2	sample	triyellow	sqred	circlegreen	heartblack	line	sqblack	heartgreen	trired	circleyellow	18	prime	1308687681.389596	7.322564	6	
62	1.0	2	sample	heartgreen	octoblack	sqpurp	none	line	diayellow	circlered	trigreen	none	18	prime	1308687689.206464	6.946977	1	
63	96.0	2	sample	sqgreen	diagreen	diayellow	none	line	sqgreen	sqyellow	diagreen	diayellow	18	prime	1308687696.653548	4.538008	6	
64	50.0	2	sample	sqyellow	sqgreen	diablack	none	line	sqred	sqgreen	diablack	none	18	prime	1308687701.681775	3.039881	7	
65	70.0	2	sample	heartgreen	circlepurp	triblue	heartblack	line	heartgreen	circlepurp	triblue	heartblack	18	prime	1308687705.237825	2.019511	9	
66	38.0	2	sample	sqyellow	sqyellow	heartpurp	circlepurp	line	sqyellow	heartyellow	sqpurp	heartpurp	18	prime	1308687707.766571	2.805359	6	
67	31.0	2	sample	triblue	sqred	diablue	sqblue	line	sqred	heartpurp	heartpurp	diapurp	18	prime	1308687711.087661	2.367864	3	
68	88.0	2	sample	diagreen	sqred	octogreen	none	line	none	diagreen	octogreen	none	18	prime	1308687713.937818	1.987101	7	
69	39.0	2	sample	circleyellow	circleyellow	triblack	heartblack	line	circleyellow	triyellow	circleblack	triblack	18	prime	1308687716.442695	8.265928	6	
70	25.0	2	sample	diared	octored	trired	circlered	line	sqgreen	heartgreen	diagreen	octogreen	18	prime	1308687725.225353	5.217560	4	
71	77.0	2	sample	sqgreen	diared	triblue	none	line	none	diared	triblue	none	18	prime	1308687730.929660	1.651098	7	
72	44.0	2	sample	triblack	octopurp	sqyellow	none	line	sqyellow	circlered	triblack	none	18	prime	1308687733.076175	3.051211	6	
73	42.0	2	sample	sqblue	circlered	diayellow	none	line	diapurp	octoblack	heartred	none	18	prime	1308687736.621784	2.936195	3	
74	18.0	2	sample	diablack	octoblue	diablack	none	line	octoblue	diablack	octoblue	none	18	prime	1308687740.052109	3.085717	6	
75	101.0	2	sample	circleblue	circlepurp	heartblue	heartgreen	line	heartpurp	diablue	circlegreen	none	18	prime	1308687743.642139	2.859970	6	
76	84.0	2	sample	trigreen	circlepurp	octogreen	none	line	none	tripurp	octopurp	none	18	prime	1308687746.987533	2.994914	6	
77	64.0	2	sample	triblack	sqred	triyellow	heartgreen	line	sqred	trired	diablue	heartgreen	18	prime	1308687750.501364	5.513589	6	
78	43.0	2	sample	octored	sqpurp	triblack	none	line	triyellow	diablue	heartpurp	none	18	prime	1308687756.511672	4.392342	2	
79	76.0	2	sample	heartblue	octoblack	trigreen	none	line	none	octoblack	trigreen	none	18	prime	1308687761.389779	1.867581	6	
80	89.0	2	sample	diayellow	heartgreen	sqyellow	none	line	none	diayellow	sqyellow	none	18	prime	1308687763.738513	1.358450	6	
81	57.0	2	sample	trigreen	diablue	octopurp	circleblack	line	diablack	circlepurp	triblue	octogreen	18	prime	1308687765.614019	6.758534	6	
82	72.0	2	sample	octoyellow	diagreen	circleblue	none	line	none	tripurp	heartblack	none	18	prime	1308687772.857184	2.995716	1	
83	51.0	2	sample	circlepurp	circlered	diablue	none	line	circleblack	circlered	diablue	none	18	prime	1308687776.347412	5.720353	7	
84	83.0	2	sample	diagreen	triblack	diagreen	none	line	none	diablack	diablack	none	18	prime	1308687782.551532	3.344491	6	
85	45.0	2	sample	diared	heartblack	circlepurp	none	line	circlepurp	sqgreen	diared	none	18	prime	1308687786.388165	4.247772	2	
86	21.0	2	sample	sqred	octopurp	sqred	none	line	sqpurp	octored	sqpurp	none	18	prime	1308687791.127898	2.093466	7	
87	49.0	2	sample	heartgreen	circleblue	tripurp	none	line	tripurp	circleblue	heartgreen	none	18	prime	1308687793.718517	2.088182	7	
88	8.0	2	sample	heartpurp	circlegreen	diablue	none	line	heartpurp	circlered	diapurp	none	18	prime	1308687796.300158	3.301752	6	
89	86.0	2	sample	none	diapurp	circlepurp	none	line	diayellow	tripurp	circleyellow	none	18	prime	1308687800.086193	4.288775	7	
90	85.0	2	sample	sqblue	circleblack	triblue	none	line	none	sqblack	triblack	none	18	prime	1308687804.860774	3.093967	6	
91	40.0	2	sample	trigreen	heartblue	diapurp	none	line	circleyellow	sqred	octoblack	none	18	prime	1308687808.449557	2.654039	2	
92	28.0	2	sample	triblue	sqred	triblue	sqpurp	line	triblue	heartred	triblue	heartpurp	18	prime	1308687811.624968	2.677187	5	
93	62.0	2	sample	diablue	tripurp	heartred	sqblack	line	triblue	diapurp	circlered	octoblack	18	prime	1308687814.820371	3.459302	4	
94	3.0	2	sample	triblue	circlegreen	octopurp	none	line	triblue	sqblack	octopurp	none	18	prime	1308687818.775383	2.752605	4	
95	6.0	2	sample	heartblack	octogreen	heartblack	none	line	heartblack	octogreen	heartblack	none	18	prime	1308687822.019253	1.480854	9	
96	60.0	2	sample	trired	sqgreen	circleyellow	diagreen	line	trired	diablue	circleyellow	sqblack	18	prime	1308687824.016705	3.643242	6	
97	11.0	2	sample	heartyellow	sqblue	circleblack	none	line	sqgreen	circleyellow	octogreen	none	18	prime	1308687828.151956	3.071156	5	
98	59.0	2	sample	diayellow	circlepurp	circlered	heartblue	line	sqgreen	sqpurp	sqred	heartblue	18	prime	1308687831.736266	3.795840	4	
99	53.0	2	sample	heartblue	heartblue	heartblue	heartblue	line	sqpurp	sqpurp	sqpurp	sqpurp	18	prime	1308687836.042988	3.002587	2	
100	79.0	2	sample	sqblack	octopurp	diayellow	none	line	none	sqblack	octopurp	none	18	prime	1308687839.526699	2.402574	7	
101	94.0	2	sample	sqblack	sqred	heartblack	heartred	line	sqblack	heartblack	heartred	none	18	prime	1308687842.431059	4.387286	7	
102	27.0	2	sample	octopurp	heartblue	triyellow	triblack	line	circlepurp	sqblue	diayellow	diablack	18	prime	1308687847.335770	3.078901	8	
103	46.0	2	sample	heartred	diapurp	octoblack	none	line	circlered	diapurp	triblack	none	18	prime	1308687850.909965	2.968438	7	
104	47.0	2	sample	octogreen	circleblue	diared	none	line	sqgreen	circleblue	heartred	none	18	prime	1308687854.372573	2.654753	7	
item	itemNumber	block	type	shapeOne	shapeTwo	shapeThree	shapeFour	line	shapeFive	shapeSix	shapeSeven	shapeEight	sID	mode	onset_time	record_time	response	Other_keys
0	66.0	2	sample	triyellow	circleblack	heartgreen	sqyellow	line	circleyellow	triblack	heartgreen	trigreen	19	prime	1308759172.087326	2.941775	4	
1	62.0	2	sample	diagreen	heartblue	circleblack	triyellow	line	heartgreen	diablue	sqblack	octoyellow	19	prime	1308759175.547231	1.934629	6	
2	77.0	2	sample	diapurp	sqred	octoblack	none	line	none	sqred	octoblack	none	19	prime	1308759177.965951	2.399676	4	
3	29.0	2	sample	diapurp	circleyellow	diapurp	circleblack	line	diapurp	octoyellow	diapurp	octoblack	19	prime	1308759180.877793	1.078933	9	
4	41.0	2	sample	heartblue	sqyellow	diared	none	line	octopurp	circlegreen	triblack	none	19	prime	1308759182.453632	1.176979	3	
5	94.0	2	sample	octoblue	octored	diablue	diared	line	octoblue	diablue	diared	none	19	prime	1308759184.138540	2.823265	6	
6	83.0	2	sample	heartblue	diablack	heartblue	none	line	none	heartblack	heartblack	none	19	prime	1308759187.446347	2.051144	4	
7	71.0	2	sample	circleblack	sqgreen	heartblue	circlered	line	circleblack	sqgreen	heartblue	circlered	19	prime	1308759190.012595	1.059351	9	
8	50.0	2	sample	diayellow	diapurp	circleblack	none	line	diared	diapurp	circleblack	none	19	prime	1308759191.565601	1.810058	9	
9	59.0	2	sample	diayellow	heartpurp	heartred	octoblue	line	trigreen	tripurp	trired	octoblue	19	prime	1308759193.899748	2.193904	4	
10	79.0	2	sample	heartred	octoblack	sqgreen	none	line	none	heartred	octoblack	none	19	prime	1308759196.576176	1.539419	6	
11	10.0	2	sample	octored	heartblack	triblue	none	line	heartgreen	trired	circlegreen	none	19	prime	1308759198.614453	3.047795	7	
12	27.0	2	sample	heartyellow	sqgreen	circlepurp	circleblue	line	triyellow	octogreen	diapurp	diablue	19	prime	1308759202.180172	2.166937	6	
13	69.0	2	sample	octopurp	circlegreen	sqpurp	trigreen	line	octopurp	circlegreen	sqpurp	trigreen	19	prime	1308759204.861559	1.490905	9	
14	80.0	2	sample	octopurp	octoyellow	octopurp	none	line	none	octopurp	octopurp	none	19	prime	1308759206.834475	1.871453	7	
15	40.0	2	sample	diablue	heartpurp	sqred	none	line	circleyellow	octogreen	triblack	none	19	prime	1308759209.201051	1.311340	1	
16	85.0	2	sample	diablack	heartblue	circleblack	none	line	none	diablue	circleblue	none	19	prime	1308759210.996297	2.316992	6	
17	37.0	2	sample	sqgreen	diayellow	sqgreen	diayellow	line	diayellow	sqgreen	diayellow	sqgreen	19	prime	1308759213.822205	1.744992	9	
18	44.0	2	sample	octoblue	circlered	sqpurp	none	line	sqpurp	diagreen	octoblue	none	19	prime	1308759216.061041	2.920234	3	
19	45.0	2	sample	octoyellow	heartpurp	trigreen	none	line	trigreen	circleblue	octoyellow	none	19	prime	1308759219.477840	1.707739	3	
20	98.0	2	sample	circleblack	circleblack	triblue	trired	line	triblack	diablue	circlered	none	19	prime	1308759221.696270	3.433672	2	
21	6.0	2	sample	sqyellow	diablack	sqyellow	none	line	sqyellow	diablack	sqyellow	none	19	prime	1308759225.619154	0.902991	9	
22	32.0	2	sample	heartblack	circleyellow	diablack	diayellow	line	heartblack	heartblack	diayellow	diayellow	19	prime	1308759227.034570	3.017667	3	
23	91.0	2	sample	none	octoblack	triblack	none	line	octoblack	circlered	triblack	none	19	prime	1308759230.538896	1.933011	5	
24	103.0	2	sample	circlered	circlered	triblue	trigreen	line	triblack	sqblue	circlegreen	none	19	prime	1308759232.982895	2.223633	1	
25	31.0	2	sample	circleblue	diayellow	octoblue	diablue	line	diayellow	heartred	heartred	octored	19	prime	1308759235.723606	1.836367	3	
26	70.0	2	sample	circlegreen	sqblack	heartblue	circlered	line	circlegreen	sqblack	heartblue	circlered	19	prime	1308759238.073663	1.508260	9	
27	97.0	2	sample	diablack	triblack	trired	none	line	diablack	diared	triblack	trired	19	prime	1308759240.093060	1.941647	7	
28	1.0	2	sample	octogreen	diared	sqyellow	none	line	heartblack	tripurp	circlegreen	none	19	prime	1308759242.528703	1.461591	3	
29	99.0	2	sample	heartyellow	heartyellow	circlegreen	circleblue	line	circleyellow	trigreen	heartblue	none	19	prime	1308759244.495819	2.875417	7	
30	47.0	2	sample	circleblack	octored	sqpurp	none	line	triblack	octored	diapurp	none	19	prime	1308759247.866260	1.990959	7	
31	49.0	2	sample	triblue	heartyellow	sqred	none	line	sqred	heartyellow	triblue	none	19	prime	1308759250.354620	2.601792	9	
32	100.0	2	sample	heartpurp	heartyellow	diapurp	diablack	line	diayellow	octopurp	heartblack	none	19	prime	1308759253.458958	2.430991	7	
33	20.0	2	sample	triblue	diablack	triblue	none	line	triblack	diablue	triblack	none	19	prime	1308759256.390657	1.057124	9	
34	25.0	2	sample	circlepurp	heartpurp	sqpurp	tripurp	line	diablue	octoblue	circleblue	heartblue	19	prime	1308759257.964217	1.870138	3	
35	54.0	2	sample	diayellow	diayellow	diablue	diablue	line	sqblue	sqred	sqred	octoyellow	19	prime	1308759260.348526	2.833623	2	
36	5.0	2	sample	sqblack	diapurp	heartyellow	none	line	circlered	diapurp	heartyellow	none	19	prime	1308759263.674562	2.523913	7	
37	14.0	2	sample	octopurp	sqred	octopurp	none	line	octopurp	sqgreen	octopurp	none	19	prime	1308759266.689737	1.331838	9	
38	76.0	2	sample	octoblack	sqred	heartpurp	none	line	none	sqred	heartpurp	none	19	prime	1308759268.504208	1.323814	4	
39	48.0	2	sample	circlered	octoblue	heartpurp	none	line	heartpurp	octoblue	circlered	none	19	prime	1308759270.323521	2.421359	9	
40	57.0	2	sample	sqblue	triblack	octogreen	diared	line	trired	diagreen	sqblack	octoblue	19	prime	1308759273.262527	2.830150	5	
41	105.0	2	sample	diablack	diablack	heartred	heartpurp	line	heartblack	trired	diapurp	none	19	prime	1308759276.597450	1.716087	5	
42	43.0	2	sample	trired	circlegreen	diablue	none	line	diapurp	sqblack	octogreen	none	19	prime	1308759278.808011	3.433342	3	
